channel,text,date,sender_id,id
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-06-20 02:12:24+00:00,1384666562,19098
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-06-19 21:23:01+00:00,1384666562,19097
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
0960266167

We will buy used 
playstation 3 
Or playstation 4 

0960266167",2025-05-28 10:16:58+00:00,1455959496,19096
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-05-28 03:46:16+00:00,1384666562,19095
@EthioMarketPlace,"✔️New and slightly used laptops with full warranty.
Call us on +251991740857

🔮Lenovo
Core i3 7th Generation
512GB SSD by 16GB RAM
14 Inch
💰29,500

🔮HP Pavilion x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation,14 Inch
💰29,000

🔮Lenovo
Core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰29,000

🔮HP Pavilion x360
Core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰33,500

🔮Lenovo Think PAD X1 Carbon
Core i5 6th Generation
512GB SSD by 8GB RAM
14 Inch
💰31,500

🔮HP Notebook
Core i3 7th Generation
256GB SSD by 8GB RAM
14 Inch
💰31,000

🔮HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen,14 Inch
💰35,000

🔮DELL
Core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen,14 Inch
💰33,500

🔮DELL
Core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen14 Inch
💰33,500

🔮Acer
Core i5 7th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation,15.6 Inch
💰32,000

🔮Lenovo
🔘AMD Ryzen
256GB SSD by 8GB RAM,14 Inch
💰33,000

🔮DELL
Core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen,14 Inch
💰33,500

🔮Lenovo
Core i3 10th Generation
256GB SSD by 8GB RAM
14 Inch
💰34,000

🔮Lenovo
AMD Ryzen 3
256GB SSD by 8GB RAM
14 Inch
💰35,000

🔮Lenovo X390
Core i5 8th Generation
512GB SSD by 8GB RAM
14 Inch
💰35,000

🔮HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen,14 Inch
💰35,000

🔮HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation,14 Inch
💰35,000

🔮HP Pavilion
Core i3 7th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation,14 Inch
💰35,000

🔮HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation,14 Inch
💰35,000

🔮HP Notebook
Radeon 5
512GB SSD by 16GB RAM
14 Inch
💰36,000

🔮HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰36,000

🔮HP Notebook
Core i7 7th Generation
512GB SSD by 16GB RAM
Touch Screen,15 Inch
💰36,500

🔮Lenovo
AMD Ryzen
256GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰36,500

🔮HP Probook
Core i5 10th Generation
512GB SSD by 8GB RAM
Touch Screen
x360 Rotation
13.5 Inch
💰37,000

🔮Lenovo
Core i5 8th Generation
256GB SSD by 8GB RAM
14 Inch
💰37,000

🔮HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch
💰37,500

🔮Lenovo x390
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰38,000

🔮Acer Spin
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰38,000

🔮Lenovo x360
AMD Ryzen
256GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰38,000

🔮HP Pavilion
Core i5 7th Generation
512GB SSD by 16GB RAM
14 Inch
💰38,000

🔮Lenovo Yoga x360
Core i5 8th Generation
256GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰38,500

🔮Lenovo Yoga
Core i7 7th Generation
256GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰39,000

🔮Lenovo x360
AMD Ryzen 5
256GB SSD by 16GB RAM
Touch Screen
x360 Rotation
14 Inch
💰39,500

🔮Samsung
Core i7 8th Generation
512GB SSD by 16GB RAM
Touch Screen
x360 Rotation
14 Inch
💰40,000

🔮HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
14 Inch
💰40,000

🔮 HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
15.6 Inch
💰40,000

🔮Lenovo
Core i7 8th Generation
256GB SSD by 8GB RAM
14 Inch
💰40,000

🔮HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰40,000

🔮DELL Inspiron
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screen
x360 Rotation
14 Inch
💰41,000

🔮HP PROBOOK
Core i5 8th Generation
512GB SSD by 16GB RAM
Touch Screen,x360 Rotation
14 Inch
💰42,000

🔮HP Elitebook 840 G5
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰42,000

🔮Acer
Core i7 8th Generation
512GB SSD by 16GB RAM
14 Inch
💰42,000

🔮HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch
💰42,000

🔮Lenovo 
Core i5 10th Generation
256GB SSD by 8GB RAM
14 Inch
💰42,500

Call us on +251991740857",2025-05-24 08:28:04+00:00,910519585,19094
@EthioMarketPlace,"🚨 New Arrivals 🚨
‼️‼️Original laptops an tablets with full warranty #0937679294

✅Lenovo core i3 7th Generation
512GB SSD by 16GB RAM
14 Inch....💰29,500

✅HP Pavilion x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰29,000

✅Lenovo core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰29,000

✅HP Pavilion x360
Core i3 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰33,500

✅Lenovo Think PAD X1 Carbon
Core i5 6th Generation
512GB SSD by 8GB RAM
14 Inch...💰31,500

✅HP Notebook
Core i3 7th Generation
256GB SSD by 8GB RAM
14 Inch...💰31,000

✅HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰35,000

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅Acer core i5 7th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
15.6 Inch....💰32,000

✅Lenovo AMD Ryzen
256GB SSD by 8GB RAM
14 Inch...💰33,000

✅DELL core I5 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰33,500

✅Lenovo core i3 10th Generation
256GB SSD by 8GB RAM
14 Inch...💰34,000

✅LenovoAMD Ryzen 3
256GB SSD by 8GB RAM
14 Inch...💰35,000

✅Lenovo X390
Core i5 8th Generation
512GB SSD by 8GB RAM
14 Inch...💰35,000

✅HP Probook
Core i3 8th Generation
512GB SSD by 16GB RAM
Touch Screen 14 Inch
💰35,000

✅HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰35,000

✅HP Pavilion
Core i3 7th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch....💰35,000

✅HP Probook x360
Core i3 6th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰35,000

✅HP Notebook Radeon 5
512GB SSD by 16GB RAM
14 Inch...💰36,000

✅HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch...💰36,000

✅HP Notebook
Core i7 7th Generation
512GB SSD by 16GB RAM
Touch Screen 15 Inch
💰36,500

✅Lenovo AMD Ryzen
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰36,500

✅HP Probook
Core i5 10th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
13.5 Inch...💰37,000

✅Lenovo
Core i5 8th Generation
256GB SSD by 8GB RAM
14 Inch...💰37,000

✅HP Notebook
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch...💰37,500

✅Lenovo x390
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch💰38,000

✅Acer Spin
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,000

✅Lenovo x360 AMD Ryzen
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,000

✅HP Pavilion
Core i5 7th Generation
512GB SSD by 16GB RAM
14 Inch...💰38,000

✅Lenovo Yoga x360
Core i5 8th Generation
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰38,500

✅Lenovo Yoga
Core i7 7th Generation
256GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch...💰39,000

✅Lenovo x360 AMD Ryzen 5
256GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰39,500

✅Samsung core i7 8th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch💰40,000

✅HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
14 Inch...💰40,000

✅HP Pavilion
Core i7 7th Generation
512GB SSD by 16GB RAM
15.6 Inch...💰40,000

✅Lenovo core i7 8th Generation
256GB SSD by 8GB RAM
14 Inch....💰40,000

✅HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰40,000

✅DELL Inspiron
Core i5 8th Generation
512GB SSD by 8GB RAM
Touch Screenx360 Rotation
14 Inch....💰41,000

✅HP PROBOOK
Core i5 8th Generation
512GB SSD by 16GB RAM
Touch Screenx360 Rotation
14 Inch...💰42,000

✅HP Elitebook 840 G5
Core i5 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰42,000

✅Acer Core i7 8th Generation
512GB SSD by 16GB RAM
14 Inch....💰42,000

✅HP Pavilion
Core i5 8th Generation
512GB SSD by 16GB RAM
15.6 Inch..💰42,000

✅Lenovo core i5 10th Generation
256GB SSD by 8GB RAM
14 Inch...💰42,500",2025-05-24 04:05:36+00:00,393410001,19093
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-05-23 18:45:31+00:00,1384666562,19092
@EthioMarketPlace,"📲 Looking for reliable SMS APIs for Telegram registration 
📈 High volume needed daily 
💬 DM me if you’ve got one 👉 @hoh885",2025-05-23 07:37:20+00:00,1341619320,19091
@EthioMarketPlace,"ኘሌይስቴሽን 3 (ps3)
ኘሌይስቴሽን 4 (Ps4)
ያለው በውስጥ ያናግረኝ እገዛለው
#0985178601

We will buy used 
playstation 3 
Or playstation 4 

#0985178601",2025-05-23 06:54:33+00:00,1384666562,19090
@EthioMarketPlace,"📲 Looking for reliable SMS APIs for Telegram registration 
📈 High volume needed daily 
💬 DM me if you’ve got one 👉 @hoh885",2025-05-23 06:37:32+00:00,1341619320,19089
